TrackedTotal,Untagged,UObject,CriWare,EngineMisc,Audio,Audio/AudioMixer,EngineMisc/FMsgLogf,Audio/Wwise,Audio/Wwise/Wwise Resource Loader
342.03,6.11,99.96,131.44,3.94,50.47,8.93,0.23,40.86,0.1
342.42,6.45,99.96,131.44,3.87,50.52,8.98,0.25,40.86,0.1
342.33,6.29,99.97,131.44,4.02,50.54,8.89,0.22,40.86,0.1
342.44,6.28,100.1,131.44,3.93,50.54,8.99,0.21,40.86,0.09
342.38,6.52,99.91,131.44,3.87,50.53,8.92,0.25,40.86,0.09
342.24,6.3,100.03,131.44,3.86,50.54,8.94,0.18,40.86,0.09
342.41,6.37,100.01,131.44,3.96,50.54,8.98,0.17,40.86,0.09
342.42,6.33,100.06,131.44,3.96,50.52,8.98,0.19,40.86,0.09
342.36,6.43,100.01,131.44,3.9,50.45,8.95,0.23,40.86,0.09
338.44,6.52,99.98,127.37,3.95,50.55,8.92,0.21,40.86,0.09
338.39,6.49,100.03,127.37,3.96,50.49,8.91,0.19,40.86,0.09
338.13,6.29,99.99,127.37,3.93,50.48,8.92,0.2,40.86,0.09
338.44,6.54,100.02,127.37,3.89,50.48,8.99,0.19,40.86,0.09
338.28,6.23,100.05,127.37,3.97,50.59,8.93,0.19,40.86,0.09
338.25,6.26,99.99,127.37,3.97,50.53,8.95,0.24,40.86,0.09
338.18,6.35,99.96,127.37,3.95,50.48,8.91,0.21,40.86,0.09
338.33,6.53,99.95,127.37,3.88,50.49,8.9,0.25,40.86,0.09
338.03,6.2,100.0,127.37,3.86,50.51,8.94,0.19,40.86,0.09
338.38,6.51,99.94,127.37,3.93,50.53,8.93,0.22,40.86,0.09
337.03,6.37,99.97,127.37,3.97,50.52,8.93,0.22,39.59,0.09
336.89,6.31,99.93,127.37,3.98,50.49,8.89,0.23,39.59,0.09
337.24,6.54,100.01,127.37,3.96,50.52,8.94,0.22,39.59,0.09
336.88,6.26,99.95,127.37,3.9,50.5,8.98,0.23,39.59,0.09
337.27,6.72,99.92,127.37,3.89,50.55,8.91,0.23,39.59,0.09
336.94,6.36,99.93,127.37,3.93,50.52,8.97,0.19,39.59,0.09
336.9,6.41,99.96,127.37,3.93,50.49,8.83,0.23,39.59,0.09
337.28,6.62,99.96,127.37,3.98,50.54,8.91,0.21,39.59,0.09
333.89,6.41,96.91,127.37,3.9,50.53,8.88,0.2,39.59,0.09
334.12,6.57,96.89,127.37,3.91,50.5,8.98,0.23,39.59,0.09
333.83,6.1,96.91,127.37,4.03,50.54,8.97,0.23,39.59,0.09
333.95,6.32,96.92,127.37,4.01,50.53,8.91,0.21,39.59,0.09
334.03,6.45,96.93,127.37,3.89,50.55,8.95,0.21,39.59,0.09
334.12,6.56,96.8,127.37,4.0,50.54,8.98,0.19,39.59,0.09
333.95,6.51,96.84,127.37,3.87,50.51,8.98,0.18,39.59,0.09
333.99,6.5,96.92,127.37,3.91,50.47,8.93,0.21,39.59,0.09
334.06,6.56,96.91,127.37,3.91,50.52,8.87,0.23,39.59,0.09
334.04,6.47,96.95,127.37,3.93,50.53,8.91,0.21,39.59,0.09
333.64,6.08,96.82,127.37,3.96,50.52,8.96,0.25,39.59,0.09
334.13,6.62,96.87,127.37,3.94,50.43,9.0,0.21,39.59,0.09
333.87,6.28,96.88,127.37,3.96,50.54,8.94,0.21,39.59,0.09
333.95,6.45,96.91,127.37,3.91,50.49,8.92,0.21,39.59,0.09
334.13,6.43,96.9,127.37,3.95,50.54,9.01,0.24,39.59,0.09
334.05,6.42,96.92,127.37,3.94,50.57,8.95,0.2,39.59,0.09
333.68,6.24,96.89,127.37,3.86,50.51,8.9,0.22,39.59,0.09
333.78,6.12,96.97,127.37,3.96,50.53,8.94,0.21,39.59,0.09
333.94,6.26,96.98,127.37,3.94,50.52,8.97,0.21,39.59,0.09
334.03,6.54,96.84,127.37,3.9,50.53,8.94,0.22,39.59,0.09
333.77,6.2,96.9,127.37,3.91,50.52,8.96,0.22,39.59,0.09
333.83,6.29,96.94,127.37,3.91,50.5,8.89,0.24,39.59,0.09
334.0,6.48,96.93,127.37,3.92,50.49,8.9,0.22,39.59,0.09
333.94,6.27,96.88,127.37,4.02,50.57,8.92,0.23,39.59,0.09
334.04,6.34,96.91,127.37,4.04,50.53,8.93,0.22,39.59,0.09
333.85,6.44,96.82,127.37,3.8,50.54,8.95,0.25,39.59,0.09
334.09,6.47,96.9,127.37,3.96,50.53,8.96,0.22,39.59,0.09
333.91,6.27,96.83,127.37,3.98,50.55,9.02,0.22,39.59,0.09
334.0,6.45,96.93,127.37,3.92,50.49,8.92,0.24,39.59,0.09
334.04,6.49,96.84,127.37,3.98,50.52,8.93,0.22,39.59,0.09
333.91,6.24,96.91,127.37,4.02,50.53,8.92,0.23,39.59,0.09
334.11,6.46,96.92,127.37,3.87,50.56,8.97,0.27,39.59,0.09
334.01,6.33,96.9,127.37,3.94,50.6,8.98,0.2,39.59,0.09
334.13,6.45,96.87,127.37,4.03,50.53,8.93,0.25,39.59,0.09
334.08,6.55,96.89,127.37,3.87,50.5,9.0,0.21,39.59,0.09
334.01,6.41,96.96,127.37,3.93,50.48,8.92,0.25,39.59,0.09
334.13,6.58,96.88,127.37,3.91,50.49,8.97,0.24,39.59,0.09
334.23,6.56,96.9,127.37,3.99,50.5,8.99,0.24,39.59,0.09
334.06,6.58,96.87,127.37,4.0,50.43,8.9,0.22,39.59,0.09
334.14,6.5,96.95,127.37,3.94,50.5,8.96,0.22,39.59,0.09
334.12,6.61,96.91,127.37,3.94,50.54,8.86,0.21,39.59,0.09
333.99,6.51,96.86,127.37,3.85,50.52,8.97,0.23,39.59,0.09
333.81,6.2,96.9,127.37,4.01,50.51,8.91,0.22,39.59,0.09
333.86,6.33,96.89,127.37,3.92,50.47,8.96,0.23,39.59,0.09
334.1,6.42,96.97,127.37,3.93,50.55,8.97,0.2,39.59,0.09
334.12,6.44,96.9,127.37,3.99,50.54,8.98,0.23,39.59,0.09
334.09,6.51,96.83,127.37,3.95,50.52,8.97,0.25,39.59,0.09
333.95,6.34,96.93,127.37,3.99,50.45,8.95,0.25,39.59,0.09
334.44,6.76,96.99,127.37,3.97,50.51,8.93,0.23,39.59,0.09
334.17,6.44,96.96,127.37,3.95,50.53,8.94,0.28,39.59,0.09
333.97,6.46,96.85,127.37,3.95,50.52,8.91,0.22,39.59,0.09
333.88,6.36,96.89,127.37,3.88,50.53,8.94,0.23,39.59,0.09
333.88,6.31,96.9,127.37,3.93,50.54,8.94,0.2,39.59,0.09
334.07,6.45,96.9,127.37,3.99,50.53,8.92,0.22,39.59,0.09
334.04,6.47,96.92,127.37,3.89,50.54,8.89,0.26,39.59,0.09
333.93,6.46,96.89,127.37,3.9,50.5,8.91,0.22,39.59,0.09
334.06,6.72,96.86,127.37,3.9,50.48,8.85,0.2,39.59,0.09
334.13,6.45,96.95,127.37,3.95,50.54,8.94,0.25,39.59,0.09
334.11,6.46,96.85,127.37,4.01,50.54,8.96,0.24,39.59,0.09
334.13,6.6,96.87,127.37,3.97,50.54,8.86,0.25,39.59,0.09
333.89,6.45,96.85,127.37,3.83,50.53,8.95,0.22,39.59,0.09
334.19,6.56,96.94,127.37,3.97,50.51,8.94,0.21,39.59,0.09
333.84,6.29,96.91,127.37,3.92,50.53,8.91,0.23,39.59,0.09
333.97,6.29,96.95,127.37,3.97,50.53,8.93,0.24,39.59,0.09
334.1,6.5,96.87,127.37,3.93,50.53,8.98,0.23,39.59,0.09
334.0,6.45,96.84,127.37,3.9,50.6,8.92,0.24,39.59,0.09
333.91,6.36,96.89,127.37,3.94,50.49,8.95,0.22,39.59,0.09
334.2,6.5,96.9,127.37,3.92,50.62,8.96,0.24,39.59,0.09
334.09,6.52,96.92,127.37,3.96,50.48,8.92,0.23,39.59,0.09
333.89,6.38,96.82,127.37,3.9,50.53,8.98,0.22,39.59,0.09
333.97,6.41,96.93,127.37,3.89,50.49,8.96,0.24,39.59,0.09
334.12,6.52,96.86,127.37,3.98,50.53,8.94,0.23,39.59,0.09
334.09,6.34,96.88,127.37,4.0,50.55,9.02,0.25,39.59,0.09
334.15,6.4,96.97,127.37,3.97,50.52,8.98,0.25,39.59,0.09
334.04,6.58,96.8,127.37,3.91,50.55,8.9,0.24,39.59,0.09
334.03,6.49,96.93,127.37,3.91,50.51,8.93,0.2,39.59,0.09
334.02,6.43,96.93,127.37,3.91,50.46,9.02,0.21,39.59,0.09
333.96,6.37,96.87,127.37,3.99,50.54,8.92,0.22,39.59,0.09
333.89,6.35,96.89,127.37,3.9,50.52,8.95,0.22,39.59,0.09
334.22,6.48,96.97,127.37,3.99,50.51,8.98,0.22,39.59,0.09
334.58,6.81,97.01,127.37,3.98,50.51,8.97,0.25,39.59,0.09
334.38,6.59,96.96,127.37,4.01,50.54,8.97,0.25,39.59,0.09
334.06,6.31,97.01,127.37,4.0,50.5,8.97,0.23,39.59,0.09
334.25,6.62,96.88,127.37,3.97,50.53,8.95,0.25,39.59,0.09
333.88,6.4,96.83,127.37,3.87,50.56,8.92,0.24,39.59,0.09
334.24,6.51,96.91,127.37,3.98,50.59,8.96,0.24,39.59,0.09
334.15,6.43,96.95,127.37,3.95,50.57,8.94,0.26,39.59,0.09
334.31,6.82,96.82,127.37,3.93,50.53,8.93,0.22,39.59,0.09
334.05,6.35,96.87,127.37,4.01,50.53,8.99,0.24,39.59,0.09
334.1,6.57,96.87,127.37,3.94,50.51,8.94,0.22,39.59,0.09
334.05,6.42,96.93,127.37,3.92,50.51,9.0,0.22,39.59,0.09
334.33,6.63,96.92,127.37,4.0,50.55,8.96,0.21,39.59,0.09
334.1,6.57,96.87,127.37,3.93,50.52,8.94,0.22,39.59,0.09
334.28,6.71,96.92,127.37,3.92,50.54,8.89,0.24,39.59,0.09
334.18,6.63,96.86,127.37,3.89,50.5,9.01,0.23,39.59,0.09
334.03,6.42,96.89,127.37,3.91,50.57,8.95,0.23,39.59,0.09
334.41,6.97,96.85,127.37,3.91,50.52,8.88,0.23,39.59,0.09
334.37,6.61,96.91,127.37,3.98,50.56,8.98,0.27,39.59,0.09
333.95,6.45,96.87,127.37,3.9,50.5,8.95,0.22,39.59,0.09
334.06,6.57,96.95,127.37,3.86,50.5,8.92,0.22,39.59,0.09
334.33,6.63,96.91,127.37,3.96,50.57,8.98,0.22,39.59,0.09
334.12,6.63,96.9,127.37,3.92,50.51,8.87,0.24,39.59,0.09
334.28,6.61,97.0,127.37,3.95,50.48,8.93,0.25,39.59,0.09
334.38,6.69,96.93,127.37,4.01,50.49,8.94,0.25,39.59,0.09
334.36,6.67,96.9,127.37,3.95,50.55,8.97,0.26,39.59,0.09
334.19,6.42,96.89,127.37,4.02,50.55,9.02,0.24,39.59,0.09
334.4,6.86,96.86,127.37,3.95,50.5,8.94,0.23,39.59,0.09
334.56,6.84,96.91,127.37,4.0,50.51,8.96,0.27,39.59,0.09
334.34,6.67,96.93,127.37,3.92,50.55,9.03,0.19,39.59,0.09
334.15,6.56,96.82,127.37,3.96,50.57,8.95,0.24,39.59,0.09
332.5,6.56,96.85,127.37,3.9,48.91,8.96,0.25,39.59,0.09
332.49,6.5,96.89,127.37,3.91,48.93,8.91,0.28,39.59,0.09
332.54,6.52,96.86,127.37,3.94,48.94,9.01,0.21,39.59,0.09
332.23,6.23,96.92,127.37,3.88,48.98,8.93,0.23,39.59,0.09
332.78,6.79,96.93,127.37,3.96,48.88,8.96,0.21,39.59,0.09
332.7,6.74,96.91,127.37,3.94,48.9,8.96,0.2,39.59,0.09
332.36,6.31,96.95,127.37,3.96,48.9,8.95,0.24,39.59,0.09
332.66,6.69,96.89,127.37,3.89,48.94,8.94,0.26,39.59,0.09
332.65,6.56,96.92,127.37,3.99,48.91,8.96,0.26,39.59,0.09
332.66,6.53,96.87,127.37,4.04,48.93,9.0,0.23,39.59,0.09
332.85,6.64,96.93,127.37,4.03,48.92,9.02,0.25,39.59,0.09
332.43,6.31,96.92,127.37,4.05,48.92,8.95,0.24,39.59,0.09
332.55,6.57,96.86,127.37,3.95,48.92,8.94,0.25,39.59,0.09
332.63,6.58,96.91,127.37,3.94,48.95,8.93,0.27,39.59,0.09
332.41,6.58,96.92,127.37,3.98,48.89,8.75,0.24,39.59,0.09
332.15,6.37,96.93,127.37,3.94,48.91,8.67,0.26,39.59,0.09
332.3,6.64,96.94,127.37,3.87,48.88,8.7,0.22,39.59,0.09
332.54,6.74,96.88,127.37,3.99,48.92,8.69,0.26,39.59,0.09
332.2,6.45,96.96,127.37,3.82,48.91,8.73,0.26,39.59,0.09
331.99,6.36,96.95,127.37,3.76,48.95,8.66,0.26,39.59,0.09
332.32,6.8,96.88,127.37,3.81,48.92,8.63,0.22,39.59,0.09
331.87,6.26,96.86,127.37,3.82,48.9,8.72,0.24,39.59,0.09
332.15,6.51,96.89,127.37,3.83,48.91,8.7,0.25,39.59,0.09
332.08,6.44,96.85,127.37,3.83,48.97,8.68,0.25,39.59,0.09
332.42,6.7,96.93,127.37,3.9,48.87,8.71,0.25,39.59,0.09
332.12,6.46,96.98,127.37,3.77,48.9,8.68,0.27,39.59,0.09
332.22,6.49,96.99,127.37,3.82,48.92,8.72,0.22,39.59,0.09
332.01,6.48,96.87,127.37,3.79,48.9,8.68,0.24,39.59,0.09
332.0,6.25,96.96,127.37,3.9,48.93,8.7,0.21,39.59,0.09
331.92,6.28,96.93,127.37,3.81,48.92,8.68,0.26,39.59,0.09
331.88,6.37,96.8,127.37,3.82,48.93,8.66,0.26,39.59,0.09
332.3,6.56,96.91,127.37,3.89,48.92,8.66,0.31,39.59,0.09
328.08,6.45,96.9,123.3,3.9,48.92,8.66,0.27,39.59,0.09
328.07,6.38,96.98,123.3,3.91,48.88,8.68,0.25,39.59,0.09
328.07,6.62,96.88,123.3,3.75,48.92,8.66,0.25,39.59,0.09
327.71,6.12,96.95,123.3,3.86,48.87,8.68,0.24,39.59,0.09
327.81,6.22,96.92,123.3,3.85,48.9,8.68,0.25,39.59,0.09
327.58,6.05,96.85,123.3,3.83,48.93,8.68,0.25,39.59,0.09
328.17,6.6,96.9,123.3,3.84,48.95,8.68,0.21,39.59,0.09
328.19,6.41,97.0,123.3,3.9,48.99,8.65,0.25,39.59,0.09
328.18,6.57,96.92,123.3,3.89,48.91,8.66,0.25,39.59,0.09
328.05,6.41,96.97,123.3,3.88,48.89,8.62,0.28,39.59,0.09
326.97,6.58,96.97,123.3,3.85,48.94,8.67,0.25,38.33,0.09
326.84,6.41,96.9,123.3,3.95,48.98,8.64,0.23,38.33,0.09
326.79,6.49,96.86,123.3,3.82,48.97,8.67,0.26,38.33,0.09
326.61,6.47,96.87,123.3,3.76,48.89,8.65,0.25,38.33,0.09
326.8,6.48,97.0,123.3,3.82,48.92,8.61,0.25,38.33,0.09
327.1,6.69,96.93,123.3,3.84,48.95,8.74,0.22,38.33,0.09
326.52,6.19,96.84,123.3,3.9,48.95,8.66,0.25,38.33,0.09
326.82,6.43,96.97,123.3,3.81,48.94,8.71,0.24,38.33,0.09
323.61,6.47,93.75,123.3,3.86,48.91,8.66,0.25,38.33,0.09
323.66,6.45,93.8,123.3,3.76,48.94,8.72,0.27,38.33,0.09
323.66,6.38,93.84,123.3,3.89,48.95,8.64,0.24,38.33,0.09
323.71,6.36,93.96,123.3,3.84,48.89,8.68,0.25,38.33,0.09
323.97,6.68,93.88,123.3,3.82,48.96,8.64,0.26,38.33,0.09
323.87,6.44,93.81,123.3,3.94,48.95,8.75,0.25,38.33,0.09
324.14,6.81,93.84,123.3,3.89,48.9,8.66,0.3,38.33,0.09
323.83,6.53,93.88,123.3,3.79,48.95,8.7,0.26,38.33,0.09
323.74,6.41,93.91,123.3,3.83,48.95,8.69,0.23,38.33,0.09
323.92,6.54,93.83,123.3,3.98,48.95,8.67,0.24,38.33,0.09
323.85,6.47,93.83,123.3,3.94,48.97,8.69,0.24,38.33,0.09
323.94,6.66,93.8,123.3,3.89,48.92,8.71,0.24,38.33,0.09
323.52,6.28,93.87,123.3,3.75,48.93,8.69,0.27,38.33,0.09
323.46,6.19,93.89,123.3,3.91,48.84,8.68,0.23,38.33,0.09
323.68,6.52,93.74,123.3,3.81,48.96,8.69,0.25,38.33,0.09
324.0,6.59,93.82,123.3,3.91,48.95,8.73,0.28,38.33,0.09
323.68,6.51,93.78,123.3,3.8,48.96,8.66,0.24,38.33,0.09
323.78,6.57,93.85,123.3,3.87,48.89,8.62,0.27,38.33,0.09
323.67,6.55,93.78,123.3,3.81,48.95,8.64,0.22,38.33,0.09
323.41,6.25,93.77,123.3,3.82,48.95,8.64,0.25,38.33,0.09
323.79,6.51,93.9,123.3,3.87,48.9,8.65,0.24,38.33,0.09
323.87,6.67,93.83,123.3,3.78,48.95,8.65,0.26,38.33,0.09
323.87,6.5,93.84,123.3,3.96,48.94,8.67,0.24,38.33,0.09
323.51,6.28,93.86,123.3,3.79,48.87,8.68,0.3,38.33,0.09
323.67,6.43,93.89,123.3,3.79,48.94,8.68,0.22,38.33,0.09
323.81,6.56,93.82,123.3,3.87,48.9,8.65,0.28,38.33,0.09
324.05,6.75,93.82,123.3,3.91,48.87,8.7,0.28,38.33,0.09
323.45,6.19,93.82,123.3,3.83,48.93,8.69,0.26,38.33,0.09
323.85,6.54,93.9,123.3,3.79,48.92,8.72,0.26,38.33,0.09
323.66,6.34,93.84,123.3,3.8,48.97,8.7,0.3,38.33,0.09
323.81,6.56,93.83,123.3,3.79,48.93,8.66,0.31,38.33,0.09
323.94,6.57,93.86,123.3,3.86,48.95,8.71,0.25,38.33,0.09
323.84,6.45,93.93,123.3,3.84,48.94,8.68,0.26,38.33,0.09
323.92,6.58,93.85,123.3,3.87,48.95,8.7,0.25,38.33,0.09
323.91,6.66,93.83,123.3,3.86,48.9,8.7,0.24,38.33,0.09
323.89,6.47,93.94,123.3,3.89,48.93,8.67,0.27,38.33,0.09
323.62,6.29,93.91,123.3,3.82,48.92,8.68,0.27,38.33,0.09
323.99,6.71,93.9,123.3,3.81,48.94,8.67,0.23,38.33,0.09
323.87,6.62,93.82,123.3,3.85,48.93,8.65,0.27,38.33,0.09
323.75,6.58,93.81,123.3,3.84,48.91,8.61,0.27,38.33,0.09
323.55,6.4,93.75,123.3,3.86,48.91,8.65,0.25,38.33,0.09
323.98,6.65,93.89,123.3,3.81,48.97,8.68,0.25,38.33,0.09
324.11,6.81,93.85,123.3,3.88,48.87,8.71,0.27,38.33,0.09
323.69,6.49,93.75,123.3,3.79,48.95,8.7,0.29,38.33,0.09
323.87,6.52,93.91,123.3,3.82,48.96,8.67,0.27,38.33,0.09
323.68,6.35,93.83,123.3,3.9,48.94,8.65,0.28,38.33,0.09
323.65,6.4,93.83,123.3,3.79,48.98,8.67,0.25,38.33,0.09
323.6,6.35,93.77,123.3,3.9,48.95,8.65,0.25,38.33,0.09
323.73,6.53,93.87,123.3,3.78,48.94,8.61,0.28,38.33,0.09
323.6,6.46,93.87,123.3,3.77,48.91,8.63,0.24,38.33,0.09
323.84,6.57,93.84,123.3,3.77,48.94,8.72,0.27,38.33,0.09
323.74,6.38,93.83,123.3,3.85,48.95,8.73,0.27,38.33,0.09
323.97,6.49,93.98,123.3,3.88,48.93,8.7,0.26,38.33,0.09
323.65,6.38,93.79,123.3,3.91,48.9,8.67,0.27,38.33,0.09
323.78,6.55,93.81,123.3,3.91,48.89,8.63,0.27,38.33,0.09
323.63,6.28,93.88,123.3,3.89,48.93,8.67,0.25,38.33,0.09
323.69,6.55,93.8,123.3,3.81,48.88,8.69,0.24,38.33,0.09
323.69,6.48,93.79,123.3,3.81,48.91,8.7,0.26,38.33,0.09
323.91,6.55,93.9,123.3,3.89,48.85,8.7,0.29,38.33,0.09
323.76,6.28,93.88,123.3,3.92,48.95,8.71,0.29,38.33,0.09
323.98,6.63,93.87,123.3,3.8,48.96,8.74,0.26,38.33,0.09
323.84,6.49,93.86,123.3,3.91,48.93,8.66,0.26,38.33,0.09
323.86,6.57,93.81,123.3,3.75,48.98,8.76,0.26,38.33,0.09
323.53,6.25,93.84,123.3,3.87,48.97,8.62,0.26,38.33,0.09
323.63,6.35,93.85,123.3,3.85,48.94,8.65,0.27,38.33,0.09
323.83,6.48,93.89,123.3,3.84,48.92,8.68,0.29,38.33,0.09
324.12,6.75,93.87,123.3,3.85,48.92,8.69,0.31,38.33,0.09
323.82,6.62,93.8,123.3,3.81,48.94,8.67,0.25,38.33,0.09
