TrackedTotal,Untagged,UObject,CriWare,EngineMisc,Audio,Audio/AudioMixer,EngineMisc/FMsgLogf,Audio/Wwise,Audio/Wwise/Wwise Resource Loader
339.42,6.36,96.84,131.44,4.07,50.58,8.94,0.24,40.86,0.09
339.27,6.31,96.81,131.44,4.04,50.53,8.97,0.22,40.86,0.09
339.25,6.12,96.9,131.44,4.13,50.51,8.95,0.25,40.86,0.09
339.11,6.13,96.9,131.44,4.06,50.5,8.93,0.2,40.86,0.09
339.36,6.26,96.97,131.44,4.07,50.48,8.97,0.21,40.86,0.09
339.48,6.35,96.86,131.44,4.1,50.57,9.01,0.2,40.86,0.09
339.29,6.26,96.91,131.44,4.07,50.51,8.95,0.21,40.86,0.09
339.44,6.45,96.91,131.44,4.0,50.58,8.94,0.17,40.86,0.09
339.23,6.32,96.88,131.44,3.93,50.56,8.94,0.22,40.86,0.09
339.21,6.21,96.93,131.44,4.02,50.46,8.98,0.22,40.86,0.09
339.34,6.32,96.93,131.44,4.09,50.49,8.92,0.21,40.86,0.09
339.35,6.4,96.91,131.44,4.03,50.49,8.93,0.2,40.86,0.09
339.36,6.41,96.88,131.44,4.09,50.51,8.89,0.19,40.86,0.09
339.6,6.65,96.87,131.44,4.06,50.51,8.9,0.23,40.86,0.09
339.3,6.27,96.82,131.44,4.11,50.6,8.92,0.19,40.86,0.09
335.2,6.36,96.85,127.37,4.03,50.48,8.94,0.22,40.86,0.09
335.45,6.43,96.86,127.37,4.07,50.52,8.99,0.25,40.86,0.09
335.33,6.37,96.84,127.37,4.07,50.53,8.95,0.24,40.86,0.09
335.26,6.3,96.91,127.37,4.12,50.51,8.91,0.18,40.86,0.09
334.89,6.14,96.95,127.37,3.84,50.52,8.92,0.2,40.86,0.09
335.06,6.3,96.85,127.37,3.9,50.48,8.98,0.22,40.86,0.09
335.12,6.22,96.91,127.37,3.97,50.52,8.97,0.21,40.86,0.09
334.94,6.12,96.84,127.37,4.0,50.53,8.94,0.19,40.86,0.09
333.81,6.26,96.88,127.37,3.94,50.52,8.93,0.22,39.59,0.09
333.77,6.22,96.86,127.37,3.91,50.53,8.97,0.21,39.59,0.09
334.14,6.47,96.92,127.37,3.97,50.56,8.91,0.25,39.59,0.09
334.07,6.47,96.86,127.37,3.97,50.54,8.95,0.21,39.59,0.09
333.93,6.25,96.94,127.37,3.91,50.52,9.01,0.24,39.59,0.09
333.85,6.35,96.88,127.37,3.95,50.48,8.95,0.19,39.59,0.09
333.63,6.11,96.86,127.37,3.99,50.5,8.92,0.2,39.59,0.09
333.92,6.32,96.83,127.37,4.02,50.51,8.95,0.23,39.59,0.09
334.07,6.45,96.91,127.37,3.97,50.52,8.93,0.24,39.59,0.09
334.04,6.52,96.94,127.37,3.93,50.5,8.9,0.2,39.59,0.09
333.85,6.29,96.91,127.37,3.93,50.49,8.96,0.22,39.59,0.09
334.22,6.55,97.01,127.37,3.96,50.48,8.97,0.19,39.59,0.09
333.73,6.17,96.97,127.37,3.92,50.47,8.93,0.21,39.59,0.09
333.76,6.21,96.88,127.37,3.94,50.51,8.93,0.23,39.59,0.09
333.91,6.51,96.88,127.37,3.88,50.47,8.91,0.21,39.59,0.09
334.26,6.65,96.92,127.37,4.0,50.49,8.94,0.21,39.59,0.09
333.89,6.48,96.85,127.37,3.87,50.5,8.92,0.2,39.59,0.09
333.91,6.4,96.96,127.37,3.91,50.48,8.91,0.21,39.59,0.09
333.76,6.08,96.92,127.37,3.94,50.53,9.0,0.25,39.59,0.09
333.82,6.11,96.91,127.37,4.03,50.54,8.95,0.22,39.59,0.09
333.99,6.43,96.93,127.37,3.91,50.5,8.96,0.2,39.59,0.09
333.98,6.36,96.98,127.37,3.9,50.5,8.97,0.21,39.59,0.09
333.8,6.25,96.91,127.37,3.9,50.53,8.96,0.19,39.59,0.09
334.01,6.42,96.89,127.37,4.02,50.5,8.93,0.2,39.59,0.09
333.95,6.43,96.97,127.37,3.79,50.49,8.95,0.25,39.59,0.09
334.15,6.56,96.95,127.37,3.88,50.55,8.93,0.22,39.59,0.09
334.21,6.44,96.88,127.37,4.07,50.54,8.95,0.26,39.59,0.09
334.23,6.6,96.9,127.37,3.96,50.54,8.95,0.22,39.59,0.09
333.96,6.42,96.91,127.37,3.88,50.55,8.93,0.22,39.59,0.09
333.91,6.41,96.92,127.37,3.93,50.46,8.9,0.23,39.59,0.09
334.08,6.58,96.83,127.37,3.94,50.56,8.95,0.17,39.59,0.09
333.83,6.28,96.82,127.37,3.98,50.53,8.94,0.23,39.59,0.09
334.44,6.85,96.86,127.37,4.03,50.55,8.89,0.22,39.59,0.09
334.09,6.49,96.85,127.37,3.95,50.53,8.96,0.25,39.59,0.09
334.05,6.49,96.87,127.37,3.91,50.52,8.97,0.24,39.59,0.09
334.2,6.51,96.93,127.37,3.97,50.51,9.02,0.2,39.59,0.09
334.27,6.72,96.89,127.37,3.9,50.53,8.93,0.25,39.59,0.09
334.06,6.55,96.91,127.37,3.88,50.51,8.93,0.22,39.59,0.09
333.6,6.2,96.84,127.37,3.85,50.54,8.91,0.21,39.59,0.09
334.09,6.65,96.88,127.37,3.86,50.47,8.95,0.23,39.59,0.09
333.94,6.39,96.93,127.37,3.89,50.5,8.95,0.22,39.59,0.09
334.08,6.46,96.93,127.37,3.88,50.58,8.92,0.26,39.59,0.09
333.79,6.25,96.87,127.37,3.95,50.5,8.94,0.23,39.59,0.09
333.99,6.52,96.91,127.37,3.88,50.51,8.88,0.23,39.59,0.09
333.9,6.35,97.01,127.37,3.78,50.49,8.97,0.24,39.59,0.09
334.0,6.46,96.9,127.37,3.88,50.53,8.92,0.25,39.59,0.09
333.93,6.41,96.87,127.37,3.91,50.5,8.94,0.24,39.59,0.09
334.27,6.74,96.89,127.37,3.91,50.51,8.9,0.25,39.59,0.09
334.44,6.75,96.91,127.37,4.01,50.55,8.93,0.24,39.59,0.09
333.98,6.46,96.9,127.37,3.91,50.5,8.94,0.23,39.59,0.09
334.14,6.46,96.9,127.37,3.98,50.54,8.94,0.25,39.59,0.09
333.95,6.4,96.83,127.37,3.94,50.54,8.96,0.23,39.59,0.09
334.24,6.62,96.86,127.37,3.94,50.55,8.99,0.23,39.59,0.09
334.01,6.41,96.9,127.37,3.9,50.52,8.97,0.26,39.59,0.09
334.14,6.4,96.9,127.37,3.94,50.62,8.97,0.26,39.59,0.09
334.21,6.61,96.88,127.37,3.9,50.55,8.99,0.23,39.59,0.09
333.99,6.38,96.9,127.37,3.95,50.53,8.96,0.22,39.59,0.09
334.05,6.46,96.91,127.37,3.93,50.49,8.94,0.26,39.59,0.09
333.87,6.23,96.95,127.37,3.89,50.52,8.97,0.24,39.59,0.09
334.3,6.57,96.9,127.37,3.99,50.56,8.98,0.24,39.59,0.09
334.46,6.76,96.93,127.37,3.96,50.57,8.96,0.22,39.59,0.09
334.13,6.58,96.88,127.37,3.92,50.57,8.9,0.24,39.59,0.09
334.32,6.69,96.93,127.37,3.95,50.54,8.92,0.23,39.59,0.09
333.9,6.35,96.92,127.37,3.94,50.48,8.94,0.22,39.59,0.09
334.15,6.51,96.95,127.37,3.9,50.54,8.97,0.23,39.59,0.09
333.94,6.34,96.94,127.37,3.94,50.48,8.94,0.24,39.59,0.09
334.03,6.44,96.94,127.37,3.91,50.48,8.98,0.22,39.59,0.09
334.21,6.6,96.9,127.37,3.89,50.53,8.98,0.25,39.59,0.09
334.11,6.5,96.92,127.37,3.86,50.54,8.98,0.26,39.59,0.09
333.99,6.27,96.96,127.37,3.92,50.55,8.98,0.25,39.59,0.09
333.87,6.29,96.87,127.37,3.97,50.54,8.91,0.23,39.59,0.09
333.86,6.28,96.88,127.37,3.91,50.54,8.96,0.25,39.59,0.09
334.26,6.56,96.92,127.37,4.07,50.49,8.93,0.23,39.59,0.09
334.39,6.8,96.93,127.37,3.99,50.52,8.9,0.21,39.59,0.09
334.29,6.7,96.87,127.37,4.01,50.48,8.94,0.25,39.59,0.09
333.84,6.21,96.9,127.37,3.98,50.46,8.99,0.24,39.59,0.09
334.49,6.71,96.9,127.37,4.04,50.54,8.96,0.29,39.59,0.09
334.16,6.64,96.8,127.37,3.9,50.5,9.01,0.26,39.59,0.09
333.78,6.27,96.9,127.37,3.82,50.55,8.95,0.25,39.59,0.09
334.15,6.45,96.9,127.37,3.92,50.56,9.02,0.24,39.59,0.09
334.29,6.66,96.9,127.37,3.97,50.5,8.95,0.24,39.59,0.09
334.28,6.58,96.98,127.37,3.95,50.54,8.95,0.21,39.59,0.09
333.78,6.31,96.85,127.37,3.96,50.5,8.91,0.2,39.59,0.09
334.2,6.6,96.87,127.37,4.01,50.47,8.98,0.22,39.59,0.09
333.68,6.19,96.78,127.37,3.96,50.53,8.93,0.23,39.59,0.09
334.03,6.47,96.89,127.37,3.98,50.51,8.93,0.19,39.59,0.09
334.25,6.68,96.89,127.37,3.9,50.51,8.99,0.22,39.59,0.09
334.14,6.51,96.89,127.37,3.89,50.58,8.98,0.23,39.59,0.09
334.18,6.44,96.97,127.37,4.03,50.48,8.98,0.23,39.59,0.09
334.3,6.65,96.95,127.37,3.95,50.54,8.94,0.22,39.59,0.09
334.22,6.66,96.92,127.37,3.91,50.49,8.95,0.23,39.59,0.09
334.35,6.71,96.89,127.37,3.91,50.55,8.95,0.27,39.59,0.09
334.15,6.46,96.96,127.37,3.91,50.53,8.97,0.25,39.59,0.09
334.13,6.5,96.91,127.37,3.91,50.54,8.99,0.23,39.59,0.09
333.95,6.44,96.87,127.37,3.88,50.5,8.96,0.24,39.59,0.09
333.88,6.38,96.83,127.37,3.87,50.5,9.01,0.24,39.59,0.09
332.38,6.35,96.89,127.37,3.94,48.94,8.98,0.22,39.59,0.09
332.36,6.3,96.95,127.37,3.92,48.97,8.94,0.22,39.59,0.09
332.4,6.16,97.03,127.37,4.0,48.93,8.97,0.26,39.59,0.09
332.25,6.2,96.92,127.37,3.96,48.89,9.0,0.23,39.59,0.09
332.34,6.3,96.88,127.37,3.96,48.92,9.01,0.21,39.59,0.09
332.41,6.38,96.85,127.37,3.91,48.99,8.98,0.23,39.59,0.09
332.61,6.56,96.94,127.37,3.94,48.92,8.95,0.24,39.59,0.09
332.29,6.34,96.83,127.37,3.97,48.96,8.94,0.2,39.59,0.09
332.58,6.5,96.94,127.37,3.98,48.89,8.97,0.24,39.59,0.09
332.64,6.51,96.96,127.37,3.94,48.91,9.0,0.25,39.59,0.09
332.45,6.32,96.94,127.37,4.0,48.93,8.96,0.25,39.59,0.09
332.52,6.44,96.9,127.37,3.95,48.93,8.96,0.28,39.59,0.09
332.41,6.32,96.94,127.37,3.99,48.89,8.95,0.26,39.59,0.09
332.56,6.56,96.92,127.37,3.92,48.89,8.94,0.27,39.59,0.09
332.43,6.45,96.88,127.37,3.86,48.94,8.94,0.29,39.59,0.09
332.36,6.18,97.01,127.37,3.96,48.95,8.95,0.25,39.59,0.09
332.53,6.39,96.9,127.37,3.99,48.96,9.0,0.24,39.59,0.09
332.77,6.61,96.95,127.37,3.98,48.97,8.94,0.26,39.59,0.09
332.26,6.34,96.8,127.37,3.97,48.92,8.95,0.23,39.59,0.09
332.47,6.43,96.98,127.37,3.93,48.91,8.92,0.24,39.59,0.09
332.56,6.45,96.99,127.37,3.91,48.96,8.97,0.23,39.59,0.09
332.34,6.21,96.92,127.37,3.98,48.94,8.99,0.25,39.59,0.09
332.53,6.45,96.95,127.37,3.97,48.89,9.0,0.23,39.59,0.09
332.15,6.16,96.95,127.37,3.92,48.88,8.96,0.23,39.59,0.09
332.37,6.28,96.89,127.37,4.01,48.93,8.97,0.25,39.59,0.09
332.54,6.54,96.95,127.37,3.91,48.91,8.95,0.24,39.59,0.09
332.37,6.43,96.88,127.37,3.92,48.92,8.97,0.2,39.59,0.09
332.43,6.33,96.89,127.37,4.03,48.95,8.96,0.21,39.59,0.09
332.3,6.45,96.97,127.37,4.0,48.94,8.67,0.22,39.59,0.09
332.18,6.37,96.97,127.37,3.93,48.96,8.67,0.22,39.59,0.09
332.08,6.38,96.88,127.37,3.97,48.86,8.68,0.25,39.59,0.09
332.21,6.48,96.88,127.37,3.96,48.92,8.66,0.25,39.59,0.09
331.89,6.28,96.89,127.37,3.82,48.94,8.66,0.26,39.59,0.09
332.16,6.39,96.96,127.37,3.91,48.87,8.72,0.26,39.59,0.09
332.13,6.34,96.87,127.37,3.95,48.9,8.75,0.26,39.59,0.09
331.86,6.15,96.94,127.37,3.94,48.89,8.63,0.26,39.59,0.09
328.94,6.25,93.87,127.37,3.97,48.92,8.63,0.25,39.59,0.09
329.39,6.63,93.83,127.37,4.01,48.97,8.64,0.27,39.59,0.09
329.23,6.45,93.88,127.37,3.94,48.98,8.66,0.26,39.59,0.09
328.81,6.2,93.82,127.37,3.9,48.89,8.69,0.25,39.59,0.09
328.9,6.17,93.82,127.37,3.97,48.93,8.69,0.27,39.59,0.09
328.96,6.38,93.78,127.37,3.94,48.93,8.67,0.2,39.59,0.09
329.37,6.64,93.88,127.37,3.95,48.93,8.68,0.24,39.59,0.09
328.98,6.37,93.79,127.37,3.94,48.93,8.65,0.24,39.59,0.09
329.43,6.6,93.85,127.37,4.07,48.93,8.66,0.27,39.59,0.09
329.1,6.46,93.83,127.37,3.84,48.97,8.67,0.28,39.59,0.09
329.04,6.48,93.78,127.37,3.94,48.95,8.62,0.22,39.59,0.09
328.81,6.21,93.8,127.37,3.96,48.89,8.63,0.27,39.59,0.09
329.22,6.55,93.9,127.37,3.92,48.94,8.64,0.22,39.59,0.09
329.12,6.36,93.84,127.37,4.0,48.95,8.69,0.22,39.59,0.09
329.22,6.54,93.78,127.37,4.0,48.93,8.68,0.24,39.59,0.09
329.03,6.29,93.85,127.37,3.95,48.95,8.69,0.24,39.59,0.09
329.02,6.44,93.83,127.37,3.94,48.92,8.61,0.22,39.59,0.09
329.29,6.47,94.01,127.37,3.95,48.92,8.62,0.26,39.59,0.09
329.12,6.4,93.85,127.37,3.95,48.92,8.69,0.26,39.59,0.09
329.02,6.48,93.81,127.37,3.95,48.86,8.59,0.27,39.59,0.09
325.09,6.38,93.91,123.3,3.95,48.92,8.71,0.24,39.59,0.09
324.79,6.33,93.74,123.3,3.97,48.9,8.62,0.25,39.59,0.09
325.32,6.67,93.84,123.3,4.0,48.88,8.7,0.25,39.59,0.09
325.29,6.58,93.93,123.3,3.9,48.96,8.64,0.28,39.59,0.09
324.74,6.31,93.83,123.3,3.78,48.93,8.7,0.19,39.59,0.09
324.92,6.51,93.75,123.3,3.75,48.92,8.77,0.23,39.59,0.09
324.76,6.32,93.82,123.3,3.88,48.9,8.6,0.25,39.59,0.09
324.85,6.25,93.91,123.3,3.85,48.93,8.69,0.23,39.59,0.09
323.84,6.59,93.85,123.3,3.86,48.95,8.62,0.25,38.33,0.09
323.29,6.18,93.79,123.3,3.77,48.9,8.68,0.25,38.33,0.09
323.85,6.58,93.8,123.3,3.93,48.92,8.66,0.24,38.33,0.09
323.61,6.4,93.81,123.3,3.81,48.95,8.67,0.25,38.33,0.09
323.6,6.41,93.85,123.3,3.85,48.86,8.64,0.26,38.33,0.09
323.87,6.5,93.9,123.3,3.88,48.92,8.69,0.25,38.33,0.09
323.71,6.53,93.89,123.3,3.79,48.91,8.63,0.24,38.33,0.09
323.59,6.32,93.86,123.3,3.81,48.92,8.71,0.25,38.33,0.09
323.71,6.55,93.77,123.3,3.85,48.91,8.66,0.25,38.33,0.09
323.71,6.46,93.77,123.3,3.98,48.92,8.63,0.22,38.33,0.09
323.66,6.26,93.86,123.3,3.85,48.98,8.72,0.26,38.33,0.09
323.66,6.43,93.77,123.3,3.92,48.91,8.67,0.24,38.33,0.09
324.05,6.66,93.83,123.3,3.9,48.93,8.73,0.28,38.33,0.09
324.1,6.7,93.85,123.3,3.86,48.98,8.71,0.27,38.33,0.09
323.69,6.56,93.78,123.3,3.79,48.9,8.65,0.28,38.33,0.09
323.56,6.28,93.79,123.3,3.89,48.98,8.67,0.23,38.33,0.09
323.7,6.53,93.83,123.3,3.76,48.92,8.68,0.25,38.33,0.09
324.02,6.59,93.86,123.3,3.92,48.97,8.72,0.23,38.33,0.09
323.91,6.57,93.89,123.3,3.85,48.94,8.69,0.24,38.33,0.09
323.77,6.58,93.87,123.3,3.71,48.93,8.68,0.28,38.33,0.09
323.78,6.52,93.84,123.3,3.82,48.92,8.67,0.29,38.33,0.09
323.66,6.45,93.8,123.3,3.87,48.9,8.67,0.23,38.33,0.09
323.6,6.38,93.79,123.3,3.83,48.92,8.71,0.25,38.33,0.09
323.48,6.18,93.81,123.3,3.88,48.95,8.67,0.25,38.33,0.09
323.76,6.52,93.86,123.3,3.8,48.92,8.66,0.27,38.33,0.09
323.65,6.5,93.86,123.3,3.78,48.91,8.66,0.22,38.33,0.09
323.65,6.56,93.74,123.3,3.84,48.91,8.66,0.22,38.33,0.09
323.49,6.27,93.8,123.3,3.84,48.95,8.63,0.27,38.33,0.09
323.85,6.57,93.9,123.3,3.82,48.96,8.65,0.22,38.33,0.09
324.13,6.79,93.85,123.3,3.9,48.9,8.72,0.25,38.33,0.09
323.62,6.49,93.77,123.3,3.8,48.9,8.67,0.26,38.33,0.09
323.91,6.47,93.96,123.3,3.86,48.93,8.69,0.27,38.33,0.09
323.76,6.53,93.84,123.3,3.85,48.97,8.6,0.26,38.33,0.09
324.04,6.79,93.86,123.3,3.77,48.96,8.69,0.25,38.33,0.09
323.53,6.33,93.86,123.3,3.78,48.89,8.67,0.28,38.33,0.09
323.75,6.52,93.82,123.3,3.84,48.92,8.66,0.26,38.33,0.09
323.66,6.37,93.81,123.3,3.94,48.9,8.68,0.25,38.33,0.09
323.79,6.41,93.95,123.3,3.87,48.92,8.66,0.26,38.33,0.09
323.71,6.48,93.89,123.3,3.76,48.97,8.61,0.27,38.33,0.09
323.87,6.69,93.88,123.3,3.69,48.88,8.7,0.29,38.33,0.09
324.08,6.76,93.87,123.3,3.88,48.88,8.68,0.28,38.33,0.09
323.77,6.56,93.79,123.3,3.84,48.9,8.67,0.28,38.33,0.09
323.8,6.44,93.91,123.3,3.9,48.93,8.65,0.25,38.33,0.09
324.02,6.87,93.8,123.3,3.8,48.94,8.63,0.25,38.33,0.09
323.76,6.44,93.86,123.3,3.86,48.94,8.68,0.26,38.33,0.09
323.73,6.42,93.76,123.3,3.89,48.96,8.72,0.26,38.33,0.09
323.32,6.24,93.74,123.3,3.82,48.87,8.68,0.24,38.33,0.09
324.01,6.71,93.86,123.3,3.82,48.96,8.63,0.29,38.33,0.09
323.91,6.65,93.8,123.3,3.85,48.92,8.68,0.28,38.33,0.09
324.09,6.87,93.75,123.3,3.87,48.95,8.67,0.26,38.33,0.09
323.61,6.3,93.87,123.3,3.85,48.89,8.7,0.28,38.33,0.09
324.19,6.73,93.95,123.3,3.9,48.93,8.69,0.27,38.33,0.09
323.78,6.52,93.92,123.3,3.82,48.93,8.59,0.28,38.33,0.09
323.86,6.63,93.83,123.3,3.78,48.96,8.69,0.24,38.33,0.09
323.57,6.27,93.85,123.3,3.95,48.88,8.65,0.26,38.33,0.09
323.99,6.74,93.89,123.3,3.82,48.93,8.63,0.26,38.33,0.09
323.92,6.64,93.9,123.3,3.82,48.89,8.67,0.28,38.33,0.09
323.79,6.51,93.83,123.3,3.84,48.94,8.69,0.25,38.33,0.09
323.83,6.62,93.85,123.3,3.85,48.95,8.63,0.21,38.33,0.09
323.73,6.41,93.86,123.3,3.83,48.96,8.7,0.24,38.33,0.09
323.76,6.44,93.88,123.3,3.85,48.91,8.7,0.26,38.33,0.09
323.77,6.46,93.84,123.3,3.85,48.95,8.68,0.27,38.33,0.09
323.59,6.25,93.84,123.3,3.86,48.97,8.65,0.3,38.33,0.09
323.83,6.66,93.92,123.3,3.73,48.88,8.65,0.28,38.33,0.09
324.21,6.71,93.91,123.3,3.94,48.94,8.71,0.27,38.33,0.09
323.72,6.43,93.87,123.3,3.84,48.96,8.63,0.27,38.33,0.09
324.04,6.59,93.93,123.3,3.88,48.92,8.71,0.29,38.33,0.09
323.65,6.49,93.83,123.3,3.78,48.89,8.67,0.26,38.33,0.09
323.96,6.59,93.93,123.3,3.83,48.95,8.67,0.26,38.33,0.09
323.62,6.44,93.88,123.3,3.82,48.89,8.63,0.25,38.33,0.09
323.96,6.41,94.01,123.3,3.92,48.92,8.67,0.3,38.33,0.09
323.93,6.7,93.79,123.3,3.82,48.93,8.7,0.28,38.33,0.09
